"","latitude","longitude","parameter_name","method_name","year","arithmetic_mean","arithmetic_standard_dev","state_name"
"597",43.609471,-84.216377,"m/p Xylene","CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC",1987,27.95,15.021318,"Michigan"
"598",34.46245,-120.02551,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,27.837838,11.118643,"California"
"599",33.127711,-117.075325,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,27.712721,17.232854,"California"
"600",34.46453,-120.04498,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,27.644262,14.470123,"California"
"601",32.985442,-117.08218,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",2017,27.355932,8.905176,"California"
"602",38.804267,-123.018142,"PM10 Total 0-10um STP","HI-VOL-SA321A - GRAVIMETRIC",1987,27.287879,16.82559,"California"
"603",29.733726,-95.257593,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",1987,27.185272,20.381027,"Texas"
"604",29.81453,-95.38769,"Nitrogen dioxide (NO2)","INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE",2017,27.148276,8.731455,"Texas"
"605",38.102507,-122.237976,"Nitric oxide (NO)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,27.128254,64.526346,"California"
"606",42.278067,-85.54189,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,27.083333,10.774029,"Michigan"
"607",33.99958,-117.41601,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,26.878935,21.125662,"California"
"608",29.30265,-103.17781,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,26.825797,13.981074,"Texas"
"609",30.35386,-97.69166,"Nitrogen dioxide (NO2)","INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE",2017,26.710345,11.527887,"Texas"
"610",29.761653,-95.081386,"Oxides of nitrogen (NOx)","INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE",2017,26.61308,19.858405,"Texas"
"611",42.289449,-83.153435,"PM10 Total 0-10um STP","INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION",2017,26.538607,53.176664,"Michigan"
"612",42.635561,-83.319037,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,26.386572,5.579282,"Michigan"
"613",29.766614,-94.910481,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",1987,26.362287,13.64496,"Texas"
"614",32.985442,-117.08218,"Oxides of nitrogen (NOx)","INSTRUMENTAL - CHEMILUMINESCENCE",2017,26.325191,18.566287,"California"
"615",37.6849,-121.7659,"Toluene","TEDLAR BAG - PACKED COLUMN GC - ECD/PID",1987,26.25,15.280979,"California"
"616",34.280401,-119.314557,"Oxides of nitrogen (NOx)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,26.208729,25.590386,"California"
"617",37.641583,-120.994622,"Nitric oxide (NO)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,26.192694,40.786291,"California"
"618",32.676186,-115.484144,"Ambient Max Temperature","Met One SASS - Electronic",2017,26.146667,6.311086,"California"
"619",31.746775,-106.402806,"Dew Point","INSTRUMENTAL - SPOT READING",2017,26.041261,8.771775,"Texas"
"620",38.610905,-122.868794,"PM10 Total 0-10um STP","HI-VOL-SA321A - GRAVIMETRIC",1987,25.852459,13.444746,"California"
"621",31.785769,-106.323578,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,25.790926,13.309086,"Texas"
"622",37.765946,-122.399044,"PM10 Total 0-10um STP","HI-VOL-SA321A - GRAVIMETRIC",1987,25.745455,14.99533,"California"
"623",36.566889,-118.777321,"Suspended particulate (TSP)","MEMBRANE-SAMPLER - GRAVIMETRIC",1987,25.518519,21.079283,"California"
"624",36.609003,-118.057809,"PM10 Total 0-10um STP","HI-VOL-SA321A - GRAVIMETRIC",1987,25.45098,29.068412,"California"
"625",32.579361,-116.929486,"PM10 - LC","HI-VOL-SA/GMW1200 - GRAVIMETRIC",2017,25.4,16.299869,"California"
"626",34.10688,-117.27411,"Nitric oxide (NO)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,25.38666,37.948706,"California"
"627",30.263208,-97.712883,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,25.231285,11.787452,"Texas"
"628",36.697181,-121.633556,"PM10 Total 0-10um STP","HI-VOL-SA321A - GRAVIMETRIC",1987,25.224138,12.734871,"California"
"629",33.485556,-86.915,"Toluene","CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC",1987,25.15,19.175133,"Alabama"
"630",31.746775,-106.402806,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,24.920491,15.980599,"Texas"
"631",29.81453,-95.38769,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,24.8,10.487208,"Texas"
"632",36.233274,-119.766212,"PM10 Total 0-10um STP","INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION",2017,24.773866,21.911339,"California"
"633",29.767997,-95.220582,"PM10 Total 0-10um STP","HI-VOL-SA321A - GRAVIMETRIC",1987,24.76,10.054058,"Texas"
"634",34.511652,-120.499887,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",1987,24.713143,20.919627,"California"
"635",37.535833,-121.961823,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,24.663073,16.176898,"California"
"636",36.48947,-118.82915,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITH STD DEV LEVEL 1",2017,24.645175,14.703905,"California"
"637",39.81336,-120.47069,"PM2.5 Raw Data","",2017,24.623256,13.527703,"California"
"638",35.03146,-120.50103,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,24.612429,12.612502,"California"
"639",34.974144,-120.569614,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",1987,24.570206,19.236701,"California"
"640",42.306674,-83.148754,"Manganese PM10 STP","Hi Vol SA/GMW 321B - ICP/MS",2017,24.51,15.508668,"Michigan"
"641",41.995568,-83.946559,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,24.5,13.959569,"Michigan"
"642",36.841331,-119.875415,"Oxides of nitrogen (NOx)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,24.404776,22.406051,"California"
"643",33.553056,-86.815,"PM10-2.5 STP","LO-VOL-SA246B-DICHOT - GRAVIMETRIC",1987,24.366667,26.300716,"Alabama"
"644",35.12389,-120.63215,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,24.190784,13.096792,"California"
"645",39.338504,-120.171291,"Sample Volume","R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Calculation",2017,24.1,0,"California"
"646",36.785322,-119.774174,"Sample Volume","R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Calculation",2017,24.1,0,"California"
"647",39.138773,-121.618549,"Sample Volume","R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Calculation",2017,24.1,0,"California"
"648",39.937099,-120.938821,"Sample Volume","R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Calculation",2017,24.093548,0.024973,"California"
"649",35.322928,-118.999167,"Sample Volume","R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Calculation",2017,24.0875,0.035355,"California"
"650",34.210154,-118.870496,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,24.056117,12.399024,"California"
"651",37.641583,-120.994622,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,24.047355,13.180494,"California"
"652",41.726892,-122.633579,"PM10 Total 0-10um STP","HI-VOL-SA321A - GRAVIMETRIC",1987,24.017857,11.456623,"California"
"653",32.676186,-115.484144,"Sample Volume","R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Calculation",2017,24.003571,0.018898,"California"
"654",38.558228,-121.492981,"Sample Volume","R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Calculation",2017,24,0,"California"
"655",34.687761,-86.586362,"Sample Volume","R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Calculation",2017,24,0,"Alabama"
"656",33.553056,-86.815,"Sample Volume","BGI Models PQ200-VSCC or PQ200A-VSCC - Calculation",2017,24,0,"Alabama"
"657",33.499722,-86.924167,"Sample Volume","BGI Models PQ200-VSCC or PQ200A-VSCC - Calculation",2017,24,0,"Alabama"
"658",42.280097,-83.120122,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",2017,23.962791,9.434181,"Michigan"
"659",29.723333,-95.635833,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,23.942226,9.873376,"Texas"
"660",34.596095,-120.631282,"PM10 - LC","INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION",2017,23.931694,34.763977,"California"
"661",32.728187,-97.413075,"PM10 Total 0-10um STP","HI-VOL-SA321A - GRAVIMETRIC",1987,23.931034,12.062134,"Texas"
"662",29.632058,-98.564936,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,23.893377,12.697616,"Texas"
"663",30.085263,-93.761341,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,23.777554,10.505809,"Texas"
"664",35.759954,-117.374779,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,23.708333,15.197388,"California"
"665",42.43084,-83.000138,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,23.569513,13.533889,"Michigan"
"666",35.356092,-119.041209,"PM10 Total 0-10um STP","HI-VOL SA/GMW-1200 - GRAVIMETRIC",2017,23.555556,20.304625,"California"
"667",31.768291,-106.50126,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,23.43409,13.062022,"Texas"
"668",31.768291,-106.50126,"Dew Point","INSTRUMENTAL - SPOT READING",2017,23.362668,9.38461,"Texas"
"669",37.765946,-122.399044,"Nitric oxide (NO)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,23.352893,35.989872,"California"
"670",32.579361,-116.929486,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,23.309709,13.403018,"California"
"671",33.85275,-116.54101,"Oxides of nitrogen (NOx)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,23.26596,19.326934,"California"
"672",32.820061,-96.860117,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,23.237179,15.777986,"Texas"
"673",38.727681,-120.826047,"PM10 Total 0-10um STP","HI-VOL-SA321A - GRAVIMETRIC",1987,23.194444,10.987836,"California"
"674",42.917244,-86.091434,"Sulfur dioxide","INSTRUMENTAL - PULSED FLUORESCENT",1987,23.178063,38.716006,"Michigan"
"675",46.58382,-87.390417,"Suspended particulate (TSP)","HI-VOL - GRAVIMETRIC",1987,23.166667,18.717495,"Michigan"
"676",46.583264,-87.394306,"Suspended particulate (TSP)","HI-VOL - GRAVIMETRIC",1987,23.157895,15.353908,"Michigan"
"677",32.952124,-117.264088,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,23.118272,12.41028,"California"
"678",29.51509,-98.620166,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,23.08519,10.159056,"Texas"
"679",42.283069,-83.161145,"PM10 Total 0-10um STP","INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION",2017,23.085096,33.237915,"Michigan"
"680",29.504722,-98.538889,"PM10 Total 0-10um STP","LO-VOL-DICHOTOMOUS-SA246B-INLT - GRAVIMETRIC",1987,23.011173,16.304679,"Texas"
"681",37.814781,-122.282347,"Oxides of nitrogen (NOx)","INSTRUMENTAL - CHEMILUMINESCENCE",2017,22.873807,24.048984,"California"
"682",32.676186,-115.484144,"Ambient Max Temperature","R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Electronic",2017,22.728571,3.487954,"California"
"683",34.452209,-120.421549,"PM10 Total 0-10um STP","HI-VOL-SA/GMW-321-B - GRAVIMETRIC",1987,22.716981,15.341469,"California"
"684",29.733726,-95.257593,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",2017,22.67,9.927257,"Texas"
"685",42.22862,-83.2082,"PM10 Total 0-10um STP","HI-VOL-SA/GMW-321-B - GRAVIMETRIC",1987,22.484848,14.803127,"Michigan"
"686",33.553056,-86.815,"Nitrogen dioxide (NO2)","Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence",2017,22.426126,9.835277,"Alabama"
"687",33.521427,-86.844112,"Oxides of nitrogen (NOx)","Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence",2017,22.304962,27.683644,"Alabama"
"688",29.686389,-95.294722,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",2017,22.241573,10.609288,"Texas"
"689",40.584595,-122.386953,"Oxides of nitrogen (NOx)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,22.08437,23.57682,"California"
"690",39.81336,-120.47069,"PM2.5 - Local Conditions","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric",2017,22.066667,16.171812,"California"
"691",39.81336,-120.47069,"PM2.5 - Local Conditions","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric",2017,22.066667,16.171812,"California"
"692",42.306674,-83.148754,"Copper PM10 STP","Hi Vol SA/GMW 321B - ICP/MS",2017,22.05,3.908751,"Michigan"
"693",38.310942,-122.296189,"Toluene","TEDLAR BAG - PACKED COLUMN GC - ECD/PID",1987,21.933333,11.998357,"California"
"694",33.545278,-86.549167,"PM2.5 STP","LO-VOL-SA246B-DICHOT - GRAVIMETRIC",1987,21.902439,9.815307,"Alabama"
"695",38.945741,-119.967959,"Oxides of nitrogen (NOx)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,21.803489,18.674632,"California"
"696",30.483168,-97.872301,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,21.763701,6.672825,"Texas"
"697",29.423944,-98.580499,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,21.751807,9.490964,"Texas"
"698",35.385574,-119.015009,"PM10 Total 0-10um STP","Hi Vol SSI Ecotech Model 3000 - Gravimetric",2017,21.7,19.453934,"California"
"699",37.3735,-122.077,"Toluene","TEDLAR BAG - PACKED COLUMN GC - ECD/PID",1987,21.554167,11.758585,"California"
"700",26.22621,-98.291069,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,21.32947,10.068235,"Texas"
"701",34.471378,-120.221816,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,21.323699,13.338586,"California"
"702",29.33279,-98.551383,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,21.2805,11.165895,"Texas"
"703",38.310942,-122.296189,"Nitric oxide (NO)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,21.121419,33.066531,"California"
"704",31.768291,-106.50126,"Oxides of nitrogen (NOx)","INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE",2017,21.067861,28.913907,"Texas"
"705",34.276362,-118.683757,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,21.016432,15.554494,"California"
"706",29.733726,-95.257593,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,20.994439,9.404104,"Texas"
"707",33.565278,-86.796389,"PM10 Total 0-10um STP","INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC",2017,20.95781,15.272663,"Alabama"
"708",34.619814,-86.997509,"Sulfur dioxide","INSTRUMENTAL - COULOMETRIC",1987,20.933333,14.460882,"Alabama"
"709",32.378682,-94.711811,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,20.908708,9.550728,"Texas"
"710",35.438869,-119.016765,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,20.871123,12.117395,"California"
"711",32.936523,-96.459211,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,20.849332,7.568325,"Texas"
"712",29.51509,-98.620166,"Nitrogen dioxide (NO2)","INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE",2017,20.771264,11.10399,"Texas"
"713",29.5294,-98.39139,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,20.76962,10.992494,"Texas"
"714",32.442304,-97.803529,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,20.683251,11.913579,"Texas"
"715",32.919206,-96.808498,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,20.650988,8.390402,"Texas"
"716",29.802707,-95.125495,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,20.483428,9.99128,"Texas"
"717",42.267231,-83.132086,"PM10 Total 0-10um STP","HI-VOL-SA/GMW-321-B - GRAVIMETRIC",2017,20.3,5.334375,"Michigan"
"718",34.9322,-120.607671,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",1987,20.140739,18.313565,"California"
"719",29.901036,-95.326137,"Nitrogen dioxide (NO2)","INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE",2017,20.041935,8.791616,"Texas"
"720",36.233274,-119.766212,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,19.972585,12.003717,"California"
"721",32.759722,-97.328056,"Nitric oxide (NO)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,19.809856,25.77078,"Texas"
"722",35.503587,-119.272606,"Nitrogen dioxide (NO2)","INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE",2017,19.629032,6.315019,"California"
"723",42.306674,-83.148754,"Copper PM10 STP","Hi Vol SA/GMW 321B - ICP/MS",2017,19.56,1.755847,"Michigan"
"724",42.22862,-83.2082,"Reactive oxides of nitrogen (NOy)","LOW LEVEL NOX INSTRUMENTAL - TECO 42S CHEMILUMINESCENCE",2017,19.479167,12.057723,"Michigan"
"725",31.122419,-97.431052,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,19.350071,11.366655,"Texas"
"726",38.029258,-121.896866,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,19.230318,11.598131,"California"
"727",38.029258,-121.896866,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,19.230318,11.598131,"California"
"728",34.276362,-118.683757,"Nitric oxide (NO)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,19.19186,38.161916,"California"
"729",42.281869,-83.151415,"Toluene","6L SUBATM SS CANISTER - ENTECH PRECONCENTRATOR GC/MS",2017,19.13,19.047371,"Michigan"
"730",33.7411,-115.8206,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITH STD DEV LEVEL 1",2017,19.071495,11.981465,"California"
"731",29.823319,-94.983786,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,19.070485,8.982683,"Texas"
"732",33.485556,-86.915,"Benzene","CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC",1987,19.037143,20.868149,"Alabama"
"733",34.895007,-117.024484,"Nitric oxide (NO)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,18.982068,37.65326,"California"
"734",42.22862,-83.2082,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,18.875,6.067107,"Michigan"
"735",31.971818,-86.134681,"PM10 Total 0-10um STP","HI-VOL-SA321A - GRAVIMETRIC",1987,18.777778,10.709549,"Alabama"
"736",34.06957,-116.38893,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITH STD DEV LEVEL 1",2017,18.735858,11.852693,"California"
"737",31.168889,-96.481944,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,18.689965,7.06526,"Texas"
"738",33.553056,-86.815,"PM10 Total 0-10um STP","T A Series FH 62 C14 Continuous - Beta Attenuation",2017,18.678909,13.300413,"Alabama"
"739",36.705506,-119.741966,"Nitric oxide (NO)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,18.594759,27.447784,"California"
"740",42.43084,-83.000138,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",2017,18.452174,9.371129,"Michigan"
"741",29.978926,-94.010872,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,18.340701,8.444098,"Texas"
"742",29.767997,-95.220582,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,18.222572,14.476977,"Texas"
"743",34.276362,-118.683757,"VISIBILITY","Instrumental Belfort 6230-A - Forward Scatter Principal",2017,18.174954,8.501898,"California"
"744",34.10002,-117.49201,"Nitric oxide (NO)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,18.172867,29.531372,"California"
"745",37.949924,-122.357193,"Nitric oxide (NO)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,18.156854,26.183173,"California"
"746",34.687761,-86.586362,"Ambient Max Temperature","R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Electronic",2017,18.144444,8.912928,"Alabama"
"747",41.923582,-83.34573,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,18.083333,7.488639,"Michigan"
"748",42.267231,-83.132086,"Manganese PM10 STP","Hi Vol SA/GMW 321B - ICP/MS",2017,18.03,11.196036,"Michigan"
"749",42.421502,-83.425042,"Oxides of nitrogen (NOx)","INSTRUMENTAL - CHEMILUMINESCENCE",2017,18.017391,17.932212,"Michigan"
"750",32.845467,-117.123894,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,17.990813,11.349684,"California"
"751",36.705506,-119.741966,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,17.968097,12.255654,"California"
"752",36.813561,-119.741255,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,17.770107,11.773389,"California"
"753",35.322928,-118.999167,"PM2.5 - Local Conditions","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric",2017,17.625,14.541541,"California"
"754",35.322928,-118.999167,"PM2.5 - Local Conditions","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric",2017,17.625,14.541541,"California"
"755",35.322928,-118.999167,"PM2.5 - Local Conditions","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric",2017,17.625,14.541541,"California"
"756",32.631231,-117.059075,"PM10 - LC","HI-VOL-SA/GMW1200 - GRAVIMETRIC",2017,17.571429,6.756356,"California"
"757",32.676451,-96.87206,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",2017,17.548889,11.069278,"Texas"
"758",34.87213,-120.377554,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,17.48538,7.903355,"California"
"759",29.897516,-93.991084,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,17.42957,6.854913,"Texas"
"760",31.765685,-106.455227,"Nitrogen dioxide (NO2)","INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE",2017,17.338421,14.567385,"Texas"
"761",34.10374,-117.62914,"Nitric oxide (NO)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,17.298969,27.976709,"California"
"762",32.789561,-116.944222,"PM10 Total 0-10um STP","R - P Co Partisol Model 2025 - Gravimetric",2017,17.266667,6.373076,"California"
"763",38.558228,-121.492981,"Ambient Max Temperature","Met One SASS - Electronic",2017,17.213333,4.443433,"California"
"764",38.613779,-121.368014,"Ambient Max Temperature","R - P Co Partisol Model 2025 - Electronic",2017,17.036667,4.747085,"California"
"765",29.520443,-95.392509,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,16.994489,9.516005,"Texas"
"766",35.02083,-120.56388,"PM10 Total 0-10um STP","INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION",2017,16.981994,30.909621,"California"
"767",32.789561,-116.944222,"PM10 - LC","R - P Co Partisol Model 2025 - Gravimetric",2017,16.966667,6.316281,"California"
"768",32.631231,-117.059075,"PM10 Total 0-10um STP","HI-VOL SA/GMW-1200 - GRAVIMETRIC",2017,16.857143,6.526362,"California"
"769",32.842242,-116.768225,"Nitrogen dioxide (NO2)","INSTRUMENTAL - CHEMILUMINESCENCE",1987,16.800819,10.481087,"California"
"770",34.252378,-119.143176,"PM10 Total 0-10um STP","INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION",2017,16.628134,10.479829,"California"
"771",34.63782,-120.4575,"PM10 Total 0-10um STP","INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION",2017,16.568151,12.147395,"California"
"772",37.816514,-122.23062,"Toluene","TEDLAR BAG - PACKED COLUMN GC - ECD/PID",1987,16.429412,9.120565,"California"
"773",32.805818,-97.356568,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,16.34636,9.154729,"Texas"
"774",35.236736,-101.787405,"Peak Wind Gust","INSTRUMENTAL - SPOT READING",2017,16.323446,8.512052,"Texas"
"775",36.819111,-119.717356,"Ambient Max Temperature","R & P Model 2025 PM-2.5 FEM Sequential Air Sampler - Electronic",2017,16.31,3.134911,"California"
"776",37.97231,-122.520004,"Oxides of nitrogen (NOx)","INSTRUMENTAL - CHEMILUMINESCENCE",2017,16.309542,14.62746,"California"
"777",29.751111,-95.361389,"Sulfur dioxide","INSTRUMENTAL - PULSED FLUORESCENT",1987,16.278409,19.671426,"Texas"
"778",37.864767,-122.302741,"Nitric oxide (NO)","INSTRUMENTAL - CHEMILUMINESCENCE",2017,16.250606,16.8714,"California"
"779",34.252378,-119.143176,"PM10 Total 0-10um STP","",2017,16.155556,6.939402,"California"
"780",29.942798,-94.00077,"Std Dev Hz Wind Direction","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2017,16.131855,8.443951,"Texas"
"781",27.804505,-97.431582,"Peak Wind Gust","INSTRUMENTAL - SPOT READING",2017,16.081979,6.356483,"Texas"
"782",32.820061,-96.860117,"Reactive oxides of nitrogen (NOy)","Instrumental - Chemiluminescence Teledyne API 200 EU/501",2017,16.074769,19.111475,"Texas"
"783",33.553056,-86.815,"PM10 - LC","BGI Inc. Model PQ200 PM10 - Gravimetric",2017,16.066667,7.904313,"Alabama"
